asn,cone_asns,cone_prefixes,cone_addresses
61684,1,14,2048
61673,1,2,2048
61663,1,10,2048
61660,1,6,2048
61655,1,6,2048
61636,1,14,2048
61584,1,14,2048
61578,2,10,2048
61509,1,2,2048
61487,1,7,2048
61425,1,1,2048
61405,1,2,2048
61397,2,4,2048
61396,1,4,2048
61395,1,2,2048
61373,1,14,2048
61352,1,1,2048
61332,1,5,2048
61327,1,5,2048
61310,1,5,2048
61248,1,8,2048
61217,1,2,2048
61200,2,2,2048
61189,1,4,2048
61152,1,1,2048
61097,1,7,2048
61068,1,2,2048
61060,1,3,2048
61040,1,5,2048
61023,1,15,2048
60981,1,4,2048
60979,1,6,2048
60950,1,2,2048
60925,1,1,2048
60920,1,3,2048
60914,1,2,2048
60904,2,14,2048
60880,1,2,2048
60845,1,7,2048
60806,1,8,2048
60790,1,2,2048
60783,1,9,2048
60772,1,8,2048
60740,1,10,2048
60673,1,2,2048
60624,1,4,2048
60597,1,8,2048
60574,1,2,2048
60534,1,4,2048
60529,1,1,2048
60453,1,10,2048
60451,1,2,2048
60441,1,3,2048
60433,1,8,2048
60410,1,3,2048
60297,1,12,2048
60165,1,9,2048
60140,3,5,2048
60138,1,5,2048
60129,1,2,2048
60072,1,6,2048
60071,1,8,2048
60029,1,5,2048
59984,2,3,2048
59970,1,4,2048
59959,1,2,2048
59930,1,2,2048
59921,1,2,2048
59900,1,2,2048
59891,1,8,2048
59791,1,2,2048
59782,1,1,2048
59695,1,1,2048
59666,1,1,2048
59652,1,1,2048
59650,1,1,2048
59637,1,1,2048
59632,1,1,2048
59627,2,8,2048
59581,1,1,2048
59565,1,3,2048
59518,1,8,2048
59517,1,8,2048
59499,1,3,2048
59476,1,1,2048
59464,1,1,2048
59410,1,8,2048
59398,1,4,2048
59332,1,11,2048
59288,1,8,2048
59282,1,5,2048
59278,1,9,2048
59249,1,8,2048
59217,1,14,2048
59169,1,8,2048
59163,1,10,2048
59149,1,8,2048
59129,1,2,2048
59126,1,3,2048
59123,1,5,2048
59112,1,2,2048
59101,1,8,2048
59095,1,1,2048
59029,1,2,2048
59009,1,6,2048
58969,1,7,2048
58967,1,8,2048
58912,1,10,2048
58910,1,12,2048
58890,1,8,2048
58885,1,6,2048
58882,1,10,2048
58868,1,11,2048
58852,1,2,2048
58845,1,1,2048
58826,1,8,2048
58813,1,10,2048
58784,1,3,2048
58768,1,9,2048
58757,1,8,2048
58630,1,8,2048
58626,1,5,2048
58528,1,8,2048
58505,1,7,2048
58503,1,4,2048
58487,1,11,2048
58486,1,8,2048
58481,1,5,2048
58464,2,3,2048
58445,1,9,2048
58408,1,11,2048
58396,3,9,2048
58344,1,1,2048
58323,1,1,2048
58304,1,2,2048
58287,1,1,2048
58254,1,4,2048
58233,1,1,2048
58223,1,1,2048
58157,1,1,2048
58151,1,1,2048
58141,1,1,2048
58134,1,1,2048
58087,1,2,2048
58084,1,7,2048
58059,1,8,2048
58024,1,4,2048
58015,1,2,2048
58011,1,1,2048
57978,1,1,2048
57971,1,1,2048
57961,1,2,2048
57951,1,1,2048
57907,1,1,2048
57901,1,2,2048
57881,1,3,2048
57872,1,1,2048
57867,1,8,2048
57865,1,2,2048
57862,1,8,2048
57853,1,7,2048
57847,1,9,2048
57846,1,1,2048
57835,1,1,2048
57832,1,2,2048
57827,1,1,2048
57823,1,1,2048
57812,1,3,2048
57798,1,8,2048
57791,1,2,2048
57774,1,1,2048
57753,1,6,2048
57745,1,3,2048
57742,1,3,2048
57741,1,1,2048
57730,1,1,2048
57727,1,7,2048
57722,1,8,2048
57718,1,6,2048
57684,1,2,2048
57677,1,1,2048
57665,1,1,2048
57662,1,1,2048
57659,1,1,2048
57653,1,1,2048
57626,1,3,2048
57614,1,1,2048
57613,1,8,2048
57612,1,1,2048
57583,1,4,2048
57574,1,4,2048
57573,1,6,2048
57566,1,1,2048
57558,1,4,2048
57513,1,8,2048
57471,1,1,2048
57461,1,8,2048
57460,1,1,2048
57458,1,2,2048
57439,1,3,2048
57437,1,2,2048
57418,1,9,2048
57400,1,1,2048
57383,1,1,2048
57365,1,1,2048
57359,1,2,2048
57334,1,1,2048
57311,1,5,2048
57307,1,1,2048
57288,1,1,2048
57272,1,1,2048
57241,1,6,2048
57240,1,8,2048
57238,1,1,2048
57228,1,2,2048
57173,1,8,2048
57148,1,4,2048
57144,1,9,2048
57134,1,8,2048
57128,1,10,2048
57123,1,1,2048
57094,1,1,2048
57090,1,3,2048
57076,1,1,2048
57067,1,9,2048
57031,1,8,2048
56999,1,1,2048
56993,1,1,2048
56989,1,3,2048
56986,1,2,2048
56966,1,1,2048
56956,1,1,2048
56945,1,1,2048
56932,1,2,2048
56919,1,1,2048
56917,1,1,2048
56900,1,1,2048
56883,1,1,2048
56843,1,5,2048
56841,1,1,2048
56802,1,1,2048
56779,1,1,2048
56766,1,1,2048
56747,1,1,2048
56746,1,1,2048
56745,1,5,2048
56732,1,1,2048
56724,1,5,2048
56712,1,2,2048
56711,1,1,2048
56682,1,1,2048
56675,1,1,2048
56668,1,1,2048
56652,1,1,2048
56646,1,1,2048
56626,1,5,2048
56624,1,1,2048
56588,1,1,2048
56575,1,1,2048
56568,1,6,2048
56567,1,2,2048
56565,1,5,2048
56535,1,4,2048
56528,1,9,2048
56527,1,4,2048
56500,1,1,2048
56491,1,1,2048
56482,1,1,2048
56462,2,4,2048
56412,1,1,2048
56388,2,5,2048
56386,1,8,2048
56366,1,1,2048
56349,1,1,2048
56293,1,2,2048
56262,1,6,2048
56206,1,1,2048
56204,2,12,2048
56155,1,10,2048
56151,1,2,2048
56135,1,6,2048
56123,1,1,2048
56077,1,8,2048
56008,1,2,2048
55855,1,8,2048
55806,1,8,2048
55754,1,1,2048
55736,1,8,2048
55732,1,1,2048
55693,1,8,2048
55688,1,9,2048
55682,1,2,2048
55668,1,1,2048
55667,1,11,2048
55652,1,8,2048
55611,1,8,2048
55558,1,10,2048
55516,1,14,2048
55446,1,8,2048
55393,1,1,2048
55259,1,9,2048
55247,1,8,2048
55216,1,2,2048
55199,2,5,2048
55160,1,7,2048
55082,1,8,2048
55055,1,1,2048
55051,1,7,2048
55028,1,4,2048
55017,1,8,2048
55008,2,1,2048
55003,1,1,2048
55001,1,5,2048
54978,1,1,2048
54959,1,8,2048
54952,1,7,2048
54833,1,8,2048
54816,1,8,2048
54775,1,4,2048
54707,1,2,2048
54703,1,5,2048
54653,1,9,2048
54652,1,4,2048
54634,1,1,2048
54611,1,6,2048
54588,4,5,2048
54555,1,2,2048
54539,1,1,2048
54456,1,8,2048
54417,1,5,2048
54335,1,8,2048
54324,1,2,2048
54210,1,4,2048
54097,1,1,2048
54006,1,7,2048
54003,1,2,2048
53903,1,4,2048
53872,1,2,2048
53836,1,1,2048
53823,1,1,2048
53817,1,2,2048
53804,1,7,2048
53797,1,1,2048
53760,1,3,2048
53759,1,4,2048
53691,1,1,2048
53684,1,2,2048
53678,1,6,2048
53652,2,6,2048
53591,1,2,2048
53513,1,1,2048
53479,1,2,2048
53404,1,2,2048
53373,1,8,2048
53370,1,7,2048
53365,1,5,2048
53361,1,3,2048
53324,1,1,2048
53289,1,8,2048
53281,1,6,2048
53234,1,8,2048
53227,1,7,2048
53221,1,8,2048
53216,1,4,2048
53214,1,1,2048
53204,1,2,2048
53186,1,6,2048
53183,1,7,2048
53159,1,3,2048
53128,1,1,2048
53117,1,1,2048
53099,1,3,2048
53069,1,1,2048
53041,1,4,2048
53036,1,6,2048
53024,1,6,2048
53023,1,3,2048
53017,1,4,2048
53015,1,15,2048
53014,1,2,2048
53009,1,10,2048
53004,2,8,2048
52990,1,3,2048
52987,1,7,2048
52978,2,9,2048
52964,1,3,2048
52948,1,1,2048
52938,1,9,2048
52932,1,11,2048
52927,1,1,2048
52916,1,6,2048
52912,1,9,2048
52911,1,4,2048
52905,1,11,2048
52902,1,1,2048
52900,1,4,2048
52879,1,11,2048
52877,1,2,2048
52874,1,12,2048
52856,1,7,2048
52854,1,1,2048
52843,1,9,2048
52839,1,15,2048
52833,1,10,2048
52830,1,3,2048
52822,1,10,2048
52821,1,6,2048
52818,1,10,2048
52815,1,1,2048
52814,1,1,2048
52809,3,9,2048
52804,2,10,2048
52801,1,10,2048
52790,1,6,2048
52786,1,1,2048
52778,1,1,2048
52765,1,8,2048
52759,1,4,2048
52755,1,3,2048
52749,1,6,2048
52746,1,10,2048
52737,1,8,2048
52724,1,2,2048
52708,1,10,2048
52705,1,2,2048
52694,1,2,2048
52688,2,8,2048
52687,2,6,2048
52681,1,5,2048
52679,1,10,2048
52678,1,1,2048
52660,1,7,2048
52655,1,2,2048
52644,1,2,2048
52643,1,7,2048
52638,1,9,2048
52635,2,10,2048
52631,1,9,2048
52625,1,14,2048
52624,1,3,2048
52616,1,2,2048
52605,1,12,2048
52602,1,9,2048
52600,1,9,2048
52598,1,13,2048
52597,1,9,2048
52596,1,7,2048
52593,1,13,2048
52592,1,6,2048
52588,1,2,2048
52584,1,10,2048
52577,1,10,2048
52576,2,11,2048
52575,1,5,2048
52563,1,2,2048
52558,1,6,2048
52557,1,11,2048
52556,1,1,2048
52549,2,9,2048
52542,1,11,2048
52541,1,8,2048
52540,1,10,2048
52535,1,6,2048
52530,1,4,2048
52527,1,8,2048
52525,1,10,2048
52516,1,2,2048
52496,1,7,2048
52490,1,8,2048
52474,1,8,2048
52469,1,8,2048
52453,1,9,2048
52430,1,8,2048
52425,1,8,2048
52414,1,9,2048
52413,1,9,2048
52392,1,1,2048
52383,1,5,2048
52378,1,1,2048
52377,1,8,2048
52366,1,7,2048
52351,1,8,2048
52350,1,9,2048
52337,1,8,2048
52329,1,8,2048
52326,1,6,2048
52325,1,8,2048
52317,2,5,2048
52300,1,8,2048
52292,1,9,2048
52283,1,8,2048
52273,1,8,2048
52258,1,2,2048
52238,1,8,2048
52235,1,1,2048
52200,1,1,2048
52191,2,9,2048
52176,1,1,2048
52154,1,8,2048
52140,1,1,2048
52130,1,1,2048
52105,1,1,2048
52103,1,5,2048
52099,1,5,2048
52084,1,1,2048
52083,1,1,2048
52079,1,1,2048
52033,1,8,2048
52029,1,1,2048
52009,1,1,2048
51996,1,1,2048
51989,1,2,2048
51972,2,7,2048
51943,1,1,2048
51941,1,4,2048
51940,1,1,2048
51933,1,1,2048
51922,1,1,2048
51899,1,1,2048
51874,1,2,2048
51870,1,8,2048
51865,1,4,2048
51864,1,1,2048
51836,1,1,2048
51796,1,3,2048
51785,1,3,2048
51782,1,8,2048
51769,1,1,2048
51760,1,1,2048
51682,1,12,2048
51675,1,1,2048
51655,1,8,2048
51636,1,1,2048
51625,1,8,2048
51624,1,1,2048
51590,1,1,2048
51579,1,1,2048
51572,1,1,2048
51552,1,2,2048
51539,1,3,2048
51532,1,1,2048
51525,1,3,2048
51524,1,1,2048
51503,1,1,2048
51488,1,2,2048
51451,1,1,2048
51444,1,8,2048
51439,1,4,2048
51417,1,1,2048
51400,1,1,2048
51379,1,1,2048
51378,1,1,2048
51311,1,1,2048
51294,1,1,2048
51254,1,3,2048
51243,1,5,2048
51216,1,1,2048
51210,1,1,2048
51194,1,2,2048
51176,1,2,2048
51159,1,4,2048
51149,1,9,2048
51139,1,1,2048
51137,1,1,2048
51133,1,2,2048
51128,1,1,2048
51112,1,1,2048
51097,1,1,2048
51090,3,7,2048
51057,1,3,2048
51041,1,1,2048
51037,1,1,2048
51017,1,1,2048
51015,1,2,2048
51010,1,5,2048
50975,1,1,2048
50971,1,1,2048
50953,1,1,2048
50901,1,1,2048
50894,1,1,2048
50887,1,6,2048
50882,2,2,2048
50881,1,8,2048
50870,1,3,2048
50834,1,1,2048
50823,1,2,2048
50818,1,3,2048
50800,1,1,2048
50795,1,7,2048
50792,1,1,2048
50782,1,2,2048
50768,1,1,2048
50760,1,2,2048
50758,1,1,2048
50749,1,5,2048
50732,1,1,2048
50713,1,1,2048
50702,1,1,2048
50672,1,1,2048
50653,1,2,2048
50639,1,9,2048
50610,1,1,2048
50600,1,1,2048
50574,1,2,2048
50568,1,1,2048
50539,1,2,2048
50537,1,8,2048
50484,1,1,2048
50471,1,1,2048
50468,3,8,2048
50458,1,1,2048
50442,1,4,2048
50419,1,9,2048
50417,1,1,2048
50368,1,1,2048
50366,1,1,2048
50348,1,1,2048
50342,1,8,2048
50332,1,1,2048
50331,1,9,2048
50307,1,1,2048
50285,1,1,2048
50277,1,5,2048
50270,1,1,2048
50269,1,9,2048
50259,1,9,2048
50234,1,1,2048
50217,1,1,2048
50201,1,2,2048
50200,1,2,2048
50187,2,3,2048
50177,1,1,2048
50176,1,8,2048
50163,1,1,2048
50159,1,1,2048
50141,1,1,2048
50135,1,2,2048
50106,1,2,2048
50092,1,2,2048
50091,1,1,2048
50064,1,9,2048
50031,1,1,2048
49999,1,1,2048
49956,1,2,2048
49871,1,5,2048
49865,1,2,2048
49840,1,8,2048
49837,1,1,2048
49834,1,5,2048
49827,1,2,2048
49773,1,4,2048
49757,1,7,2048
49751,1,2,2048
49736,1,1,2048
49733,1,2,2048
49720,1,3,2048
49719,1,1,2048
49715,1,8,2048
49709,2,2,2048
49693,1,2,2048
49675,1,9,2048
49647,1,2,2048
49640,1,1,2048
49628,2,6,2048
49574,1,1,2048
49549,1,1,2048
49533,1,2,2048
49493,1,4,2048
49492,1,1,2048
49478,2,3,2048
49472,1,8,2048
49460,2,9,2048
49426,1,8,2048
49412,1,3,2048
49391,1,2,2048
49388,1,1,2048
49382,1,1,2048
49344,4,5,2048
49311,1,8,2048
49300,1,1,2048
49292,1,1,2048
49255,1,1,2048
49254,1,1,2048
49253,1,8,2048
49247,1,2,2048
49237,1,1,2048
49173,1,2,2048
49162,1,1,2048
49159,1,1,2048
49154,1,3,2048
49122,1,2,2048
49117,1,8,2048
49095,1,1,2048
49085,1,1,2048
49081,1,1,2048
49073,1,8,2048
49059,1,1,2048
49052,1,4,2048
49046,1,1,2048
48994,1,1,2048
48977,1,1,2048
48937,1,8,2048
48934,1,5,2048
48923,1,1,2048
48909,1,11,2048
48903,1,2,2048
48873,1,1,2048
48864,1,1,2048
48840,1,8,2048
48785,1,1,2048
48747,1,8,2048
48710,1,6,2048
48703,1,3,2048
48697,1,1,2048
48670,1,1,2048
48640,1,1,2048
48594,1,8,2048
48580,1,1,2048
48543,1,1,2048
48532,1,1,2048
48507,1,9,2048
48480,1,2,2048
48462,1,1,2048
48451,1,1,2048
48450,1,3,2048
48423,1,1,2048
48394,1,1,2048
48382,1,1,2048
48379,1,1,2048
48354,3,6,2048
48322,1,3,2048
48319,1,1,2048
48275,3,6,2048
48245,1,1,2048
48234,1,3,2048
48221,1,2,2048
48207,1,5,2048
48202,1,9,2048
48197,1,11,2048
48187,1,1,2048
48181,1,1,2048
48177,1,1,2048
48154,1,1,2048
48148,1,6,2048
48143,1,5,2048
48139,1,1,2048
48100,1,1,2048
48097,1,4,2048
48094,1,8,2048
48078,1,10,2048
48070,1,9,2048
48050,1,1,2048
48042,1,1,2048
48034,1,1,2048
48027,1,1,2048
48022,1,1,2048
47986,1,8,2048
47963,1,1,2048
47944,1,1,2048
47913,1,1,2048
47906,1,1,2048
47875,1,9,2048
47836,2,6,2048
47807,1,1,2048
47790,1,8,2048
47767,1,1,2048
47750,1,1,2048
47742,1,5,2048
47737,1,1,2048
47736,1,2,2048
47704,1,3,2048
47637,1,2,2048
47635,1,6,2048
47620,1,1,2048
47576,1,2,2048
47563,1,1,2048
47558,1,1,2048
47473,1,8,2048
47419,1,1,2048
47417,1,1,2048
47380,1,9,2048
47378,1,6,2048
47374,1,2,2048
47363,1,2,2048
47355,1,1,2048
47345,1,1,2048
47293,1,1,2048
47285,1,8,2048
47266,1,2,2048
47251,1,1,2048
47233,1,1,2048
47222,1,1,2048
47212,1,2,2048
47197,1,1,2048
47144,1,1,2048
47131,1,1,2048
47128,1,2,2048
47113,1,1,2048
47022,1,1,2048
46941,1,8,2048
46915,1,5,2048
46911,1,2,2048
46838,1,5,2048
46784,1,9,2048
46757,1,1,2048
46750,1,1,2048
46656,1,1,2048
46648,1,1,2048
46617,1,1,2048
46592,1,1,2048
46552,1,8,2048
46523,1,1,2048
46494,1,3,2048
46464,1,1,2048
46322,1,1,2048
46286,1,7,2048
46244,1,1,2048
46191,1,10,2048
46182,1,6,2048
46138,1,8,2048
46131,1,5,2048
46063,1,8,2048
46049,1,10,2048
46028,1,8,2048
46026,1,9,2048
46019,1,8,2048
45995,1,2,2048
45976,1,2,2048
45965,1,1,2048
45938,1,9,2048
45884,1,10,2048
45761,1,8,2048
45729,2,11,2048
45719,1,8,2048
45716,1,8,2048
45705,1,10,2048
45699,1,8,2048
45546,1,8,2048
45530,1,5,2048
45509,1,3,2048
45447,1,5,2048
45445,1,1,2048
45444,1,1,2048
45418,1,8,2048
45393,1,8,2048
45351,1,7,2048
45344,1,5,2048
45317,1,8,2048
45315,2,9,2048
45313,1,8,2048
45288,1,6,2048
45276,1,9,2048
45243,1,8,2048
45215,1,9,2048
45189,1,8,2048
45176,1,2,2048
45146,1,8,2048
45136,1,1,2048
45053,1,4,2048
45047,1,1,2048
45041,1,5,2048
44995,1,3,2048
44971,1,1,2048
44967,1,5,2048
44907,1,3,2048
44890,1,1,2048
44836,1,4,2048
44785,1,1,2048
44767,1,1,2048
44762,1,1,2048
44750,1,5,2048
44711,1,1,2048
44707,1,4,2048
44701,1,1,2048
44699,1,1,2048
44695,1,6,2048
44681,1,1,2048
44674,2,7,2048
44644,1,1,2048
44640,1,2,2048
44634,1,2,2048
44613,1,1,2048
44588,1,3,2048
44582,1,2,2048
44567,1,1,2048
44561,1,1,2048
44556,1,1,2048
44539,1,4,2048
44500,1,2,2048
44491,1,1,2048
44466,1,6,2048
44447,1,1,2048
44442,1,1,2048
44433,1,1,2048
44424,1,4,2048
44355,1,5,2048
44322,1,6,2048
44298,1,1,2048
44295,1,1,2048
44292,1,8,2048
44278,1,5,2048
44276,1,1,2048
44275,1,1,2048
44232,1,5,2048
44228,1,8,2048
44227,1,2,2048
44226,1,4,2048
44173,1,8,2048
44156,1,1,2048
44115,1,1,2048
44100,1,1,2048
44091,1,1,2048
44077,1,4,2048
44067,2,1,2048
44062,1,1,2048
44046,1,1,2048
44041,1,3,2048
43960,1,1,2048
43950,1,3,2048
43928,1,1,2048
43919,1,3,2048
43895,1,1,2048
43876,1,1,2048
43874,1,2,2048
43845,1,9,2048
43836,1,1,2048
43812,1,8,2048
43789,1,5,2048
43776,1,2,2048
43773,1,8,2048
43759,1,5,2048
43757,1,1,2048
43751,1,5,2048
43749,1,1,2048
43728,1,4,2048
43707,1,1,2048
43699,1,1,2048
43682,1,1,2048
43678,1,1,2048
43611,1,1,2048
43610,1,1,2048
43583,1,1,2048
43579,1,1,2048
43569,2,4,2048
43537,1,2,2048
43456,2,5,2048
43437,1,1,2048
43415,1,4,2048
43408,1,8,2048
43389,1,1,2048
43318,1,1,2048
43299,1,4,2048
43298,1,1,2048
43272,1,8,2048
43248,1,1,2048
43218,1,1,2048
43185,1,1,2048
43182,1,8,2048
43168,1,4,2048
43140,1,6,2048
43087,1,1,2048
43024,1,1,2048
43020,1,1,2048
43012,1,1,2048
42991,1,2,2048
42988,1,1,2048
42972,1,1,2048
42955,1,8,2048
42949,1,2,2048
42940,1,2,2048
42933,1,1,2048
42917,1,1,2048
42895,1,2,2048
42887,1,1,2048
42880,1,2,2048
42866,1,1,2048
42860,1,3,2048
42851,1,3,2048
42838,1,1,2048
42787,2,4,2048
42751,1,1,2048
42715,1,1,2048
42702,1,2,2048
42687,1,4,2048
42638,1,1,2048
42543,1,1,2048
42536,1,5,2048
42527,1,1,2048
42463,1,1,2048
42435,1,2,2048
42414,1,2,2048
42411,1,9,2048
42410,1,1,2048
42408,1,3,2048
42399,1,1,2048
42367,1,1,2048
42332,1,1,2048
42311,1,1,2048
42300,1,10,2048
42285,1,4,2048
42262,1,4,2048
42252,1,1,2048
42241,1,1,2048
42236,1,6,2048
42229,1,8,2048
42215,1,1,2048
42186,1,5,2048
42153,1,2,2048
42144,1,1,2048
42141,1,1,2048
42131,1,1,2048
42115,1,1,2048
42108,1,8,2048
42061,1,4,2048
42009,1,2,2048
42008,1,5,2048
41922,1,10,2048
41920,2,2,2048
41915,1,1,2048
41880,1,1,2048
41861,1,2,2048
41848,1,1,2048
41827,1,2,2048
41784,1,1,2048
41743,1,8,2048
41741,1,1,2048
41596,2,2,2048
41579,1,1,2048
41556,2,5,2048
41490,2,5,2048
41460,1,4,2048
41443,1,1,2048
41437,1,1,2048
41423,1,2,2048
41400,1,2,2048
41383,1,10,2048
41352,1,2,2048
41339,1,1,2048
41319,1,2,2048
41310,1,1,2048
41284,1,8,2048
41235,1,2,2048
41222,1,1,2048
41213,1,1,2048
41203,1,1,2048
41200,1,2,2048
41118,1,1,2048
41094,1,1,2048
41086,1,8,2048
41073,1,1,2048
41064,1,2,2048
41030,1,8,2048
41028,1,6,2048
40977,1,1,2048
40973,1,1,2048
40964,1,5,2048
40926,1,6,2048
40833,1,3,2048
40794,1,1,2048
40790,1,2,2048
40780,1,1,2048
40766,1,9,2048
40764,1,1,2048
40761,1,2,2048
40732,1,1,2048
40669,1,8,2048
40667,1,1,2048
40585,1,4,2048
40583,1,1,2048
40571,1,4,2048
40569,1,7,2048
40518,1,8,2048
40508,1,3,2048
40468,1,5,2048
40447,1,5,2048
40377,1,1,2048
40339,1,2,2048
40298,1,8,2048
40276,1,8,2048
40263,1,4,2048
40252,1,9,2048
40187,1,5,2048
40125,1,1,2048
40116,1,1,2048
40038,1,5,2048
39987,1,8,2048
39944,1,8,2048
39899,1,7,2048
39896,1,1,2048
39894,1,3,2048
39893,1,1,2048
39866,1,1,2048
39854,1,1,2048
39846,1,1,2048
39808,1,1,2048
39789,1,2,2048
39780,1,3,2048
39773,1,1,2048
39730,1,1,2048
39690,1,2,2048
39679,1,8,2048
39677,1,1,2048
39639,1,6,2048
39638,1,1,2048
39623,1,3,2048
39567,1,8,2048
39566,1,2,2048
39504,1,4,2048
39489,1,1,2048
39488,1,2,2048
39319,1,1,2048
39250,1,1,2048
39247,1,2,2048
39241,1,1,2048
39231,1,1,2048
39217,1,2,2048
39169,1,3,2048
39168,1,1,2048
39141,1,1,2048
39132,1,1,2048
39063,1,8,2048
39060,1,1,2048
39054,1,1,2048
39051,1,2,2048
38996,1,2,2048
38988,1,1,2048
38986,1,1,2048
38968,1,1,2048
38966,1,2,2048
38952,1,2,2048
38942,1,1,2048
38940,1,4,2048
38912,1,1,2048
38906,1,1,2048
38894,1,3,2048
38874,1,5,2048
38869,1,1,2048
38788,1,11,2048
38785,1,8,2048
38783,1,8,2048
38767,2,9,2048
38749,1,2,2048
38642,1,1,2048
38634,1,1,2048
38626,1,4,2048
38608,1,11,2048
38556,1,1,2048
38523,1,8,2048
38493,1,9,2048
38488,1,8,2048
38476,1,9,2048
38441,1,1,2048
38380,1,1,2048
38375,1,8,2048
38340,2,1,2048
38334,1,1,2048
38328,1,3,2048
38315,1,9,2048
38313,1,9,2048
38298,1,8,2048
38293,1,9,2048
38286,1,11,2048
38171,1,4,2048
38162,1,15,2048
38145,1,8,2048
38138,1,15,2048
38127,1,8,2048
38090,1,9,2048
38064,1,5,2048
38062,1,4,2048
38054,1,3,2048
38025,1,1,2048
38011,1,9,2048
38006,1,1,2048
38005,1,8,2048
38004,1,1,2048
37979,1,1,2048
37974,1,4,2048
37912,1,1,2048
37653,1,2,2048
37604,1,2,2048
37575,1,2,2048
37537,1,4,2048
37519,1,1,2048
37512,1,9,2048
37510,1,1,2048
37500,1,9,2048
37482,1,8,2048
37479,1,8,2048
37454,1,1,2048
37430,1,4,2048
37398,1,5,2048
37387,1,8,2048
37364,1,2,2048
37320,1,3,2048
37286,1,1,2048
37219,1,5,2048
37215,1,1,2048
37194,1,1,2048
37191,1,9,2048
37185,1,10,2048
37163,1,13,2048
37143,1,4,2048
37141,1,2,2048
37136,1,12,2048
37125,4,8,2048
37087,1,9,2048
37052,1,9,2048
37014,1,9,2048
37011,1,10,2048
36797,1,3,2048
36543,1,1,2048
36509,1,1,2048
36499,1,7,2048
36443,1,8,2048
36363,1,2,2048
36339,1,4,2048
36323,1,2,2048
36259,1,5,2048
36213,1,3,2048
36203,1,2,2048
36184,1,6,2048
36069,1,10,2048
36036,1,1,2048
35995,1,7,2048
35971,1,2,2048
35956,1,8,2048
35935,1,1,2048
35895,1,2,2048
35879,1,2,2048
35861,3,1,2048
35825,1,7,2048
35823,1,1,2048
35739,1,3,2048
35701,4,8,2048
35695,1,1,2048
35679,1,1,2048
35656,1,4,2048
35602,1,8,2048
35569,1,1,2048
35520,1,1,2048
35501,1,1,2048
35493,2,4,2048
35485,1,3,2048
35454,1,9,2048
35402,1,2,2048
35399,1,11,2048
35389,1,1,2048
35359,1,8,2048
35327,1,4,2048
35314,1,1,2048
35300,1,1,2048
35299,1,1,2048
35288,1,1,2048
35259,1,1,2048
35240,1,1,2048
35237,2,4,2048
35229,1,1,2048
35227,1,1,2048
35212,1,1,2048
35180,1,3,2048
35173,1,1,2048
35171,1,1,2048
35152,1,1,2048
35134,1,1,2048
35026,1,5,2048
34966,1,7,2048
34915,1,1,2048
34759,1,1,2048
34746,1,1,2048
34737,1,1,2048
34708,1,7,2048
34654,1,1,2048
34644,1,1,2048
34561,1,5,2048
34520,1,1,2048
34505,1,1,2048
34494,1,2,2048
34439,1,1,2048
34382,1,1,2048
34380,1,4,2048
34308,1,1,2048
34284,1,5,2048
34281,1,8,2048
34230,3,7,2048
34183,1,2,2048
34134,1,4,2048
34046,2,3,2048
34031,1,2,2048
34026,1,1,2048
33955,1,1,2048
33925,1,6,2048
33824,1,3,2048
33817,1,4,2048
33814,1,1,2048
33778,1,9,2048
33751,1,1,2048
33666,5,5,2048
33648,1,3,2048
33536,2,7,2048
33512,1,6,2048
33478,1,8,2048
33452,1,2,2048
33444,1,1,2048
33423,1,4,2048
33338,1,1,2048
33326,1,2,2048
33254,1,9,2048
33213,1,8,2048
33190,1,1,2048
33156,1,1,2048
33155,1,8,2048
33122,1,1,2048
33045,1,9,2048
33040,1,1,2048
33029,1,3,2048
32886,1,1,2048
32842,1,7,2048
32841,1,1,2048
32825,1,1,2048
32824,1,5,2048
32778,1,3,2048
32746,1,8,2048
32667,1,11,2048
32662,1,8,2048
32621,3,8,2048
32536,1,2,2048
32514,1,4,2048
32506,1,2,2048
32470,1,8,2048
32467,1,8,2048
32313,1,1,2048
32289,1,8,2048
32248,1,8,2048
32247,1,1,2048
32222,1,8,2048
32164,1,2,2048
32095,2,6,2048
32094,1,8,2048
32077,1,3,2048
32075,1,5,2048
32021,1,8,2048
32015,1,2,2048
32010,1,2,2048
31960,1,1,2048
31921,1,7,2048
31765,1,1,2048
31739,1,1,2048
31738,1,5,2048
31699,1,10,2048
31698,1,1,2048
31693,1,1,2048
31683,1,9,2048
31668,1,1,2048
31654,1,8,2048
31640,1,1,2048
31631,1,2,2048
31620,1,2,2048
31604,1,4,2048
31591,1,1,2048
31521,1,1,2048
31511,1,3,2048
31503,1,1,2048
31489,1,1,2048
31488,1,3,2048
31467,1,1,2048
31461,1,1,2048
31402,1,6,2048
31371,2,3,2048
31326,1,1,2048
31306,1,1,2048
31298,1,13,2048
31237,1,1,2048
31234,1,2,2048
31223,1,2,2048
31209,1,2,2048
31138,1,1,2048
31052,1,2,2048
31020,1,1,2048
31008,1,1,2048
30954,1,6,2048
30884,1,2,2048
30882,1,7,2048
30853,1,5,2048
30821,1,6,2048
30813,1,1,2048
30791,1,1,2048
30762,1,8,2048
30673,1,7,2048
30647,1,5,2048
30630,1,7,2048
30572,1,8,2048
30309,1,1,2048
30303,1,5,2048
30290,1,1,2048
30252,1,4,2048
30197,1,8,2048
